radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
CDMA,316,7,2,665,0,-86.688984,40.701807,1000,2,1,1535084542,1535112083,0
LTE,316,0,2,4537,0,-86.683807,40.702862,1000,1,1,1535084836,1535084836,0
LTE,316,7,2,391,0,-86.683807,40.702862,1000,1,1,1535085133,1535085133,0
LTE,316,7,2,5051,0,-86.683807,40.702862,1000,1,1,1535085234,1535085234,0
CDMA,316,7,2,921,0,-86.683807,40.702862,1000,2,1,1535086274,1535106856,0
LTE,316,7,2,4542,0,-86.70826,40.713997,1000,1,1,1535088325,1535088325,0
LTE,316,7,2,676,0,-86.683807,40.702862,1000,1,1,1535095960,1535095960,0
CDMA,316,7,2,674,0,-86.683807,40.702862,1000,2,1,1535097066,1535106986,0
LTE,316,7,2,4755,0,-86.683807,40.702862,1000,1,1,1535098357,1535098357,0
LTE,316,0,1,4755,0,-86.683807,40.702862,1000,1,1,1535100816,1535100816,0
LTE,316,0,2,925,0,-86.683807,40.702862,1000,1,1,1535104942,1535104942,0
CDMA,316,7,2,416,-1,-86.815033,40.744949,1000,1,1,1535107657,1535107657,0
LTE,316,7,2,418,0,-86.814751,40.756584,1000,1,1,1535108243,1535108243,0
LTE,316,7,2,409,0,-86.814751,40.756584,1000,1,1,1535108248,1535108248,0
CDMA,316,7,2,666,0,-86.725982,40.716887,3227,2,1,1535109062,1535112117,0
LTE,316,0,1,4371,0,-86.672081,40.577766,1000,1,1,1535110626,1535110626,0
LTE,316,7,2,672,0,-86.672081,40.577766,1000,1,1,1535111098,1535111098,0
LTE,316,0,2,4371,0,-86.672081,40.577766,1000,1,1,1535111212,1535111212,0
LTE,316,7,1,672,0,-86.672081,40.577766,1000,1,1,1535111227,1535111227,0
LTE,316,7,2,4537,0,-86.683807,40.702862,1000,1,1,1535115794,1535115794,0
LTE,316,7,1,4371,0,-86.71315,40.716221,1000,1,1,1535116607,1535116607,0
LTE,316,7,2,5049,0,-86.827522,40.59713,1000,1,1,1535151671,1535151671,0
LTE,316,7,2,379,0,-86.845474,40.461861,1000,1,1,1535152613,1535152613,0
CDMA,316,7,2,375,0,-86.869658,40.432975,3809,2,1,1535152659,1535182824,0
LTE,316,7,2,631,0,-86.898071,40.405228,1000,1,1,1535153267,1535153267,0
LTE,316,7,2,891,0,-86.890862,40.409809,1000,1,1,1535154492,1535154492,0
LTE,316,7,2,425,0,-86.890862,40.409809,1000,1,1,1535154794,1535154794,0
CDMA,316,7,2,897,-1,-86.886559,40.406384,1000,1,1,1535158651,1535158651,0
LTE,316,7,3,350,0,-86.609319,36.076381,1674,7,1,1536357833,1536432491,0
LTE,316,7,3,567,0,-86.608226,36.073649,1619,7,1,1536358429,1536432494,0
LTE,316,7,3,628,0,-86.611908,36.073085,1291,3,1,1536358905,1536359485,0
LTE,316,7,3,8810,0,-86.611284,36.075345,1463,4,1,1536358986,1536432499,0
CDMA,316,7,3,392,-1,-86.65078,36.088455,1000,1,1,1536424681,1536424681,0
LTE,316,7,3,8554,0,-86.609734,36.082237,1000,1,1,1536426779,1536426779,0
LTE,316,0,1,403,0,-97.466888,35.339787,1000,1,1,1543407269,1543407269,0
LTE,316,7,200,4514,0,-94.248245,34.586411,1000,1,1,1544722258,1544722258,0
LTE,316,7,200,4515,0,-94.248245,34.586411,1000,1,1,1544722920,1544722920,0
LTE,316,7,3,8568,0,-95.621887,29.672686,1000,1,1,1548974060,1548974060,0
LTE,316,7,3,9080,0,-95.625076,29.66609,1000,1,1,1548975431,1548975431,0
LTE,316,7,3,9057,0,-95.623306,29.672861,1000,1,1,1548975571,1548975571,0
LTE,316,7,3,8805,0,-95.623146,29.677137,1000,1,1,1548975590,1548975590,0
LTE,316,7,3,8541,0,-95.571121,29.655764,1000,1,1,1548977833,1548977833,0
LTE,316,7,3,8575,0,-95.571075,29.655754,1000,1,1,1548977853,1548977853,0
LTE,316,7,3,8590,0,-95.571526,29.656013,1000,1,1,1548978942,1548978942,0
LTE,316,7,3,663,0,-95.477402,29.730591,1000,1,1,1549091205,1549091205,0
LTE,316,7,3,4558,0,-95.477402,29.730591,1000,1,1,1549091235,1549091235,0
