radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,313,100,27192,133891088,0,-96.664032,32.861382,1000,1,1,1542407974,1542407974,0
LTE,313,100,27192,133295633,0,-96.664032,32.861385,1000,1,1,1542408276,1542408276,0
LTE,313,100,27192,133543710,0,-96.664032,32.861385,1000,1,1,1542408312,1542408312,0
LTE,313,100,27192,133891081,0,-96.664032,32.861385,1000,1,1,1542408353,1542408353,0
LTE,313,100,27192,133295619,0,-96.66391,32.86124,1000,1,1,1542412744,1542412744,0
LTE,313,100,27192,133543682,0,-96.66394,32.861313,1000,1,1,1542413903,1542413903,0
LTE,313,100,27192,133295647,0,-96.66391,32.86124,1000,1,1,1542416668,1542416668,0
LTE,313,100,27192,133472984,0,-96.676826,32.871342,1000,1,1,1542419109,1542419109,0
LTE,313,100,27192,133443544,0,-96.680847,32.87307,1000,1,1,1542419125,1542419125,0
LTE,313,100,27192,133334295,0,-96.700249,32.88567,1000,1,1,1542419202,1542419202,0
LTE,313,100,27192,133334296,0,-96.70475,32.887909,1000,1,1,1542419218,1542419218,0
LTE,313,100,27192,133438210,0,-96.711273,32.893978,1000,1,1,1542419248,1542419248,0
LTE,313,100,27203,133742040,0,-96.747658,32.919479,1000,1,1,1542419395,1542419395,0
LTE,313,100,27203,133434328,0,-96.758095,32.923882,1000,1,1,1542419430,1542419430,0
LTE,313,100,27203,133742041,0,-96.762878,32.924267,1000,1,1,1542419446,1542419446,0
LTE,313,100,27203,133393936,0,-96.770142,32.924294,1000,1,1,1542419467,1542419467,0
LTE,313,100,27203,133393937,0,-96.772408,32.924286,1000,1,1,1542419475,1542419475,0
LTE,313,100,27203,133405968,0,-96.780731,32.924248,1000,1,1,1542419499,1542419499,0
LTE,313,100,27203,133405967,0,-96.786919,32.9249,1000,1,1,1542419516,1542419516,0
LTE,313,100,27203,133405969,0,-96.792191,32.925072,1000,1,1,1542419531,1542419531,0
LTE,313,100,27203,133137935,0,-96.794273,32.925091,1000,1,1,1542419537,1542419537,0
LTE,313,100,27203,133410320,0,-96.795288,32.925095,1000,1,1,1542419540,1542419540,0
LTE,313,100,27203,133410321,0,-96.805084,32.925785,1000,1,1,1542419570,1542419570,0
LTE,313,100,27203,133410314,0,-96.807037,32.926105,1000,1,1,1542419576,1542419576,0
LTE,313,100,27203,133219081,0,-96.814552,32.926056,1000,1,1,1542419598,1542419598,0
LTE,313,100,27203,133219088,0,-96.819061,32.925987,1000,1,1,1542419610,1542419610,0
LTE,313,100,27203,133219102,0,-96.819771,32.925995,1000,1,1,1542419613,1542419613,0
LTE,313,100,27203,133219095,0,-96.823647,32.926025,1000,1,1,1542419624,1542419624,0
LTE,313,100,27203,133386249,0,-96.830215,32.926041,1000,1,1,1542419642,1542419642,0
LTE,313,100,27203,133386250,0,-96.834328,32.92572,1000,1,1,1542419653,1542419653,0
LTE,313,100,27203,133420809,0,-96.836182,32.925697,1000,1,1,1542419660,1542419660,0
LTE,313,100,27203,133420803,0,-96.844643,32.92289,1000,1,1,1542419685,1542419685,0
LTE,313,100,27203,133434627,0,-96.847748,32.921513,1000,1,1,1542419695,1542419695,0
LTE,313,100,27207,133725401,0,-96.867607,32.914379,1000,2,1,1542419744,1578942902,0
LTE,313,100,27207,133427160,0,-96.897964,32.915447,1000,1,1,1542419879,1542419879,0
LTE,313,100,27207,133427159,0,-96.899811,32.922169,1000,1,1,1542419907,1542419907,0
LTE,313,100,27207,134661848,0,-96.901215,32.928303,1000,1,1,1542419931,1542419931,0
LTE,313,100,27207,134661847,0,-96.902084,32.934875,1000,1,1,1542419956,1542419956,0
LTE,313,100,27207,133203671,0,-96.91037,32.952965,1000,1,1,1542420027,1542420027,0
LTE,313,100,27202,133600471,0,-96.919327,32.968094,1000,1,1,1542420087,1542420087,0
LTE,313,100,27202,133600728,0,-96.922852,32.974159,1000,1,1,1542420111,1542420111,0
LTE,313,100,27202,133600729,0,-96.927742,32.979294,1000,1,1,1542420135,1542420135,0
LTE,313,100,27202,133600216,0,-96.931297,32.982903,1000,1,1,1542420154,1542420154,0
LTE,313,100,27202,133600217,0,-96.936813,32.987267,1000,1,1,1542420178,1542420178,0
LTE,313,100,27210,133959383,0,-96.95961,32.999931,1000,1,1,1542420263,1542420263,0
LTE,313,100,27210,133599960,0,-96.960793,33.000618,1000,1,1,1542420268,1542420268,0
LTE,313,100,27210,133599767,0,-96.988083,33.01413,1000,1,1,1542420484,1542420484,0
LTE,313,100,27210,134690051,0,-96.993164,33.007542,1000,1,1,1542421057,1542421057,0
LTE,313,100,27210,133839112,0,-96.993172,33.006386,1000,1,1,1542421065,1542421065,0
LTE,313,100,27210,133839105,0,-96.995331,32.999958,1000,1,1,1542421102,1542421102,0
LTE,313,100,27210,133839107,0,-97.00428,32.994675,1000,1,1,1542421197,1542421197,0
LTE,313,100,27173,133163266,0,-97.023544,32.978584,1000,1,1,1542421314,1542421314,0
LTE,313,100,27173,134685704,0,-97.024246,32.977791,1000,1,1,1542421319,1542421319,0
LTE,313,100,27173,134685709,0,-97.028915,32.9729,1000,1,1,1542421349,1542421349,0
LTE,313,100,27173,133163273,0,-97.033073,32.968571,1000,1,1,1542421374,1542421374,0
LTE,313,100,27173,133163287,0,-97.034393,32.967239,1000,1,1,1542421382,1542421382,0
LTE,313,100,27173,134685713,0,-97.037895,32.963886,1000,1,1,1542421402,1542421402,0
LTE,313,100,27173,133163280,0,-97.038353,32.963318,1000,1,1,1542421406,1542421406,0
LTE,313,100,27173,133620240,0,-97.039261,32.961906,1000,1,1,1542421412,1542421412,0
LTE,313,100,27173,134688783,0,-97.039566,32.961266,1000,1,1,1542421415,1542421415,0
LTE,313,100,27173,134688769,0,-97.040138,32.959461,1000,1,1,1542421423,1542421423,0
LTE,313,100,27173,134688790,0,-97.040321,32.957333,1000,1,1,1542421432,1542421432,0
LTE,313,100,27173,134688792,0,-97.040321,32.947262,1000,1,1,1542421473,1542421473,0
LTE,313,100,27188,133718743,0,-97.048073,32.930561,1000,2,1,1542421548,1569099334,0
LTE,313,100,27188,133758936,0,-97.052369,32.928215,1000,2,1,1542421586,1569099328,0
LTE,313,100,27188,133758937,0,-97.07225,32.923092,1000,1,1,1542421632,1542421632,0
LTE,313,100,27194,134153487,0,-97.336189,32.837835,2327,8,1,1542633903,1582219745,0
LTE,313,100,27194,133739294,0,-97.314972,32.815529,1029,2,1,1542634716,1569331948,0
LTE,313,100,27194,133815070,0,-97.319424,32.793421,1226,2,1,1542634725,1571752267,0
LTE,313,100,27194,133871363,0,-97.319825,32.799162,1000,2,1,1542634731,1565311491,0
LTE,313,100,27211,133128719,0,-97.318737,32.759296,1000,2,1,1542634957,1563800552,0
LTE,313,100,27211,134171029,0,-97.285774,32.749973,1000,1,1,1542665615,1542665615,0
LTE,313,100,27194,134028319,0,-97.375031,32.872383,1000,1,1,1542675522,1542675522,0
LTE,313,100,27194,133323158,0,-97.425903,32.879681,1000,1,1,1542676413,1542676413,0
LTE,313,100,27194,134460310,0,-97.425903,32.879681,1000,1,1,1542676418,1542676418,0
LTE,313,100,27197,133530518,0,-97.475571,32.772476,1000,1,1,1542717499,1542717499,0
LTE,313,100,27197,133953801,0,-97.475876,32.770935,1000,1,1,1542717504,1542717504,0
LTE,313,100,27197,133180944,0,-97.481468,32.741135,1000,1,1,1542717603,1542717603,0
LTE,313,100,27184,134164753,0,-97.331917,32.664082,1000,1,1,1542718246,1542718246,0
LTE,313,100,27184,134227487,0,-97.320759,32.675289,1000,2,1,1542734617,1542735080,0
LTE,313,100,27194,133584649,0,-97.320503,32.779976,1000,1,1,1542807958,1542807958,0
LTE,313,100,27211,133234178,0,-97.314277,32.768398,1000,2,1,1542808035,1566394779,0
LTE,313,100,27211,134145537,0,-97.319489,32.773476,1000,1,1,1542808041,1542808041,0
LTE,313,100,27209,134167042,0,-97.264297,32.751091,1000,1,1,1542932660,1542932660,0
LTE,313,100,27184,133485016,0,-97.419355,32.662041,1000,3,1,1542933441,1572031327,0
LTE,313,100,27184,133469911,0,-97.417114,32.65543,1000,1,1,1542933462,1542933462,0
LTE,313,100,27184,133485273,0,-97.416679,32.643486,1000,1,1,1542933509,1542933509,0
LTE,313,100,27184,133485080,0,-97.414696,32.633389,1000,1,1,1542933551,1542933551,0
LTE,313,100,27184,133469697,0,-97.414398,32.632294,1000,1,1,1542933556,1542933556,0
LTE,313,100,27184,133656847,0,-97.413582,32.62949,1000,1,1,1542933575,1542933575,0
LTE,313,100,27184,134146321,0,-97.412621,32.629578,1000,1,1,1542933584,1542933584,0
LTE,313,100,27184,133745368,0,-97.406975,32.630295,1000,1,1,1542933634,1542933634,0
LTE,313,100,27184,133951249,0,-97.39505,32.628105,1000,1,1,1542933744,1542933744,0
LTE,313,100,27184,133951263,0,-97.393166,32.62756,1000,1,1,1542933811,1542933811,0
LTE,313,100,27184,134146455,0,-97.395187,32.638325,1000,1,1,1542941207,1542941207,0
LTE,313,100,27184,133971210,0,-97.39579,32.644672,1000,1,1,1542941260,1542941260,0
LTE,313,100,27184,133971209,0,-97.395866,32.64817,1000,1,1,1542941341,1542941341,0
LTE,313,100,27184,133971349,0,-97.396004,32.657265,1000,1,1,1542941399,1542941399,0
LTE,313,100,27184,133971229,0,-97.39846,32.658691,1000,1,1,1542941417,1542941417,0
LTE,313,100,27184,134157079,0,-97.402344,32.66301,1000,1,1,1542941498,1542941498,0
LTE,313,100,27184,133611523,0,-97.402138,32.664005,1000,1,1,1542941505,1542941505,0
LTE,313,100,27184,134189206,0,-97.398193,32.674934,1000,1,1,1542941587,1542941587,0
LTE,313,100,27184,134157206,0,-97.398705,32.671286,1000,2,1,1542941598,1567890902,0
LTE,313,100,27184,134177685,0,-97.396233,32.676643,1000,1,1,1542941609,1542941609,0
LTE,313,100,27184,133977616,0,-97.396238,32.681241,1000,4,1,1542941683,1581450313,0
LTE,313,100,27184,134165008,0,-97.43689,32.683998,1000,1,1,1542941972,1542941972,0
LTE,313,100,27184,134165009,0,-97.458221,32.701586,2795,2,1,1542942012,1565873026,0
LTE,313,100,27184,134165007,0,-97.459105,32.707033,3299,2,1,1542942047,1565872991,0
LTE,313,100,27194,133808662,0,-97.403521,32.929606,3260,7,1,1542948892,1580172729,0
LTE,313,100,35590,169200400,0,-122.611832,38.917625,1000,1,1,1543219186,1543219186,0
LTE,313,100,27209,133145493,0,-97.191628,32.906921,1000,1,1,1543301397,1543301397,0
LTE,313,100,27209,133147607,0,-97.208313,32.895254,1000,2,1,1543301540,1582147298,0
LTE,313,100,27209,133147414,0,-97.2145,32.900162,1000,1,1,1543301545,1543301545,0
LTE,313,100,27209,133759234,0,-97.230598,32.900288,1000,1,1,1543301625,1543301625,0
LTE,313,100,27209,134197399,0,-97.280511,32.897033,3952,3,1,1543301783,1575669443,0
LTE,313,100,27209,133328906,0,-97.306617,32.897118,1180,2,1,1543301958,1566689430,0
LTE,313,100,27194,134191880,0,-97.35686,32.912119,3235,2,1,1543302574,1564361600,0
LTE,313,100,27194,134153483,0,-97.32234,32.839583,1000,3,1,1543357065,1582219720,0
LTE,313,100,27209,133438979,0,-97.296467,32.83943,1000,2,1,1543357145,1564492499,0
LTE,313,100,27209,133809951,0,-97.254687,32.839804,2531,7,1,1543357246,1582207108,0
LTE,313,100,27209,133809949,0,-97.256193,32.83997,1000,4,1,1543357266,1582207121,0
LTE,313,100,27209,134194719,0,-97.240238,32.840085,1000,2,1,1543357296,1564492679,0
LTE,313,100,27209,134176792,0,-97.218326,32.833605,1000,2,1,1543357399,1564616464,0
LTE,313,100,27209,133317905,0,-97.214264,32.84499,1000,1,1,1543357780,1543357780,0
LTE,313,100,27209,133317903,0,-97.21328,32.851891,1000,1,1,1543357846,1543357846,0
LTE,313,100,27209,134148880,0,-97.212296,32.855999,1000,1,1,1543357874,1543357874,0
LTE,313,100,27209,134148879,0,-97.208588,32.867088,1000,1,1,1543358068,1543358068,0
LTE,313,100,27209,133145360,0,-97.194767,32.875817,1000,2,1,1543358135,1566590100,0
LTE,313,100,27209,133147415,0,-97.194755,32.876044,1000,2,1,1543358139,1566590098,0
LTE,313,100,27194,134000670,0,-97.390732,32.850784,1000,1,1,1543376662,1543376662,0
LTE,313,100,27209,134194698,0,-97.257614,32.839964,2169,2,1,1543377244,1564616718,0
LTE,313,100,27209,133724631,0,-97.265335,32.839306,1000,1,1,1543377301,1543377301,0
LTE,313,100,27209,133492440,0,-97.253804,32.839718,1008,2,1,1543377304,1564579376,0
LTE,313,100,27209,133218824,0,-97.216678,32.833733,1000,4,1,1543377561,1581027961,0
LTE,313,100,27209,134176790,0,-97.210106,32.838528,1000,2,1,1543377659,1564492864,0
LTE,313,100,27209,133711832,0,-97.201492,32.850941,1336,2,1,1543377830,1564493133,0
LTE,313,100,27209,133711639,0,-97.20993,32.861198,1000,1,1,1543377922,1543377922,0
LTE,313,100,27209,133711640,0,-97.210465,32.860268,1000,2,1,1543377926,1543378536,0
LTE,313,100,27209,134174224,0,-97.262974,32.842874,1000,10,1,1543378909,1571018876,0
LTE,313,100,27194,133162013,0,-97.326183,32.862401,1241,2,1,1543379585,1566231711,0
LTE,313,100,27194,133590814,0,-97.343841,32.869293,1000,2,1,1543379632,1564262813,0
LTE,313,100,27209,133170137,0,-97.191689,32.906631,1000,1,1,1543456999,1543456999,0
LTE,313,100,27209,133170136,0,-97.187805,32.896652,1398,2,1,1543457061,1566590197,0
LTE,313,100,27209,133717719,0,-97.21022,32.861454,1000,1,1,1543468754,1543468754,0
LTE,313,100,27209,134194696,0,-97.21022,32.861454,1000,1,1,1543468955,1543468955,0
LTE,313,100,27209,134194710,0,-97.21022,32.861454,1000,1,1,1543469011,1543469011,0
LTE,313,100,27209,133450512,0,-97.21022,32.861454,1000,1,1,1543469054,1543469054,0
LTE,313,100,27209,134148881,0,-97.21022,32.861454,1000,1,1,1543469101,1543469101,0
LTE,313,100,27209,133711619,0,-97.21022,32.861454,1000,1,1,1543469132,1543469132,0
LTE,313,100,27209,133450498,0,-97.21022,32.861454,1000,1,1,1543469176,1543469176,0
LTE,313,100,27209,133285891,0,-97.21022,32.861454,1000,1,1,1543469285,1543469285,0
LTE,313,100,27209,133492225,0,-97.21022,32.861454,1000,1,1,1543469365,1543469365,0
LTE,313,100,27209,133491715,0,-97.251609,32.855201,3928,2,1,1543469447,1571008150,0
LTE,313,100,27209,133235416,0,-97.269288,32.856516,5544,5,1,1543469497,1572024570,0
LTE,313,100,27209,133235415,0,-97.250818,32.864833,3811,2,1,1543469533,1566231346,0
LTE,313,100,27194,133466113,0,-97.442902,32.888748,1000,1,1,1543470720,1543470720,0
LTE,313,100,27211,134182153,0,-97.423164,32.734604,1000,1,1,1543951000,1543951000,0
LTE,313,100,27211,133837322,0,-97.449724,32.739168,3001,2,1,1543951018,1581722834,0
LTE,313,100,27211,133837320,0,-97.448263,32.73914,3137,2,1,1543951030,1581722845,0
LTE,313,100,27211,133837321,0,-97.412773,32.734337,1000,1,1,1543951037,1543951037,0
LTE,313,100,27211,133994760,0,-97.409309,32.738369,1000,2,1,1543951054,1567908062,0
LTE,313,100,27211,134161417,0,-97.337924,32.710485,1939,2,1,1543956482,1565885516,0
LTE,313,100,27211,134161410,0,-97.340828,32.728709,1000,2,1,1543956740,1565888582,0
LTE,313,100,27211,133180376,0,-97.410179,32.734655,1000,6,1,1543965809,1571166606,0
LTE,313,100,27211,133482457,0,-97.408569,32.732452,1000,1,1,1543966454,1543966454,0
LTE,313,100,11291,187212040,0,-84.135338,33.642609,1000,1,1,1544486989,1544486989,0
LTE,313,100,5895,91031555,0,-81.392525,37.203941,1000,1,1,1544565179,1544565179,0
LTE,313,100,5895,91031554,0,-81.456322,37.20089,1000,1,1,1544634802,1544634802,0
LTE,313,100,27194,133739481,0,-97.389872,32.829644,3055,4,1,1544802287,1583439558,0
LTE,313,100,27194,134025745,0,-97.443083,32.789778,4867,4,1,1544802545,1581730110,0
LTE,313,100,27197,133969153,0,-97.476318,32.768711,1000,1,1,1544802753,1544802753,0
LTE,313,100,27197,134149386,0,-97.469902,32.738117,1000,1,1,1544802905,1544802905,0
LTE,313,100,27197,134149385,0,-97.455551,32.737988,1000,1,1,1544802947,1544802947,0
LTE,313,100,27211,134182160,0,-97.430046,32.734882,1000,1,1,1544803023,1544803023,0
LTE,313,100,27211,133837329,0,-97.418602,32.73468,1000,1,1,1544803057,1544803057,0
LTE,313,100,27211,133180182,0,-97.414855,32.734465,1000,2,1,1544803071,1571178420,0
LTE,313,100,27211,134161431,0,-97.340855,32.728703,1000,2,1,1544803872,1565887214,0
LTE,313,100,27211,134161432,0,-97.344246,32.727013,1000,1,1,1544803911,1544803911,0
LTE,313,100,27211,134155010,0,-97.381477,32.724247,1000,1,1,1544808878,1544808878,0
LTE,313,100,27184,133977615,0,-97.392517,32.694626,1000,1,1,1544809146,1544809146,0
LTE,313,100,27184,133603329,0,-97.385384,32.711964,1000,1,1,1544817058,1544817058,0
LTE,313,100,27211,134177296,0,-97.352379,32.750388,1000,2,1,1544817849,1569951388,0
LTE,313,100,27194,133976081,0,-97.435013,32.811523,1000,1,1,1544823396,1544823396,0
LTE,313,100,27194,133976074,0,-97.43427,32.81178,1000,3,1,1544823473,1572231309,0
LTE,313,100,27194,134358557,0,-97.320885,32.901619,1000,1,1,1545005553,1545005553,0
LTE,313,100,27194,133739479,0,-97.320114,32.859913,4547,3,1,1545006824,1583439738,0
LTE,313,100,27194,134358558,0,-97.312874,32.870155,1000,1,1,1545010004,1545010004,0
LTE,313,100,27211,133228547,0,-97.319154,32.770599,1390,6,1,1545054082,1571752294,0
LTE,313,100,27211,133234206,0,-97.318123,32.765019,1000,4,1,1545054087,1571752327,0
LTE,313,100,27211,133228575,0,-97.318507,32.765817,1000,5,1,1545054112,1571752323,0
LTE,313,100,27211,133128733,0,-97.318672,32.757141,1000,1,1,1545054116,1545054116,0
LTE,313,100,27211,133989392,0,-97.304154,32.748244,1000,2,1,1545054178,1563811939,0
LTE,313,100,27194,133739293,0,-97.324436,32.839505,1000,2,1,1545140883,1564492392,0
LTE,313,100,27211,134165910,0,-97.318123,32.765144,1000,1,1,1545141195,1545141195,0
LTE,313,100,27211,133559511,0,-97.298422,32.741855,1000,6,1,1545141329,1572475325,0
LTE,313,100,27211,133582553,0,-97.31237,32.75121,1000,2,1,1545178421,1564665917,0
LTE,313,100,27194,134171407,0,-97.384689,32.845385,1000,2,1,1545312876,1564491993,0
LTE,313,100,27194,133822680,0,-97.321304,32.787497,1000,2,1,1545313609,1566307378,0
LTE,313,100,27211,133582551,0,-97.313416,32.757651,1000,2,1,1545313718,1566394797,0
LTE,313,100,27209,134174985,0,-97.26168,32.755331,1000,2,1,1545319608,1565311002,0
LTE,313,100,27209,134189576,0,-97.261147,32.761295,1000,1,1,1545319660,1545319660,0
LTE,313,100,27209,133710850,0,-97.255081,32.77021,1000,1,1,1545319726,1545319726,0
LTE,313,100,27209,133144337,0,-97.248657,32.77079,1000,1,1,1545319754,1545319754,0
LTE,313,100,27209,134174992,0,-97.246239,32.770489,1000,1,1,1545319765,1545319765,0
LTE,313,100,27209,134172943,0,-97.244827,32.770313,1000,1,1,1545319771,1545319771,0
LTE,313,100,27209,133185552,0,-97.235619,32.773121,1000,1,1,1545319812,1545319812,0
LTE,313,100,27209,134176017,0,-97.233284,32.774464,1000,1,1,1545319823,1545319823,0
LTE,313,100,27209,134176015,0,-97.212418,32.783466,1000,1,1,1545320011,1545320011,0
LTE,313,100,27209,133734359,0,-97.212097,32.797928,1000,1,1,1545320076,1545320076,0
LTE,313,100,27209,133605849,0,-97.211975,32.801418,1000,1,1,1545320093,1545320093,0
LTE,313,100,27209,133624792,0,-97.209915,32.808865,1000,1,1,1545320136,1545320136,0
LTE,313,100,27209,133624793,0,-97.209663,32.809444,1000,1,1,1545320138,1545320138,0
LTE,313,100,27209,133624606,0,-97.207779,32.813133,1000,1,1,1545320159,1545320159,0
LTE,313,100,27209,133624605,0,-97.207115,32.814465,1000,1,1,1545320165,1545320165,0
LTE,313,100,27209,133605081,0,-97.207147,32.831057,1000,4,1,1545320216,1582219417,0
LTE,313,100,27209,133605080,0,-97.195908,32.833267,1000,1,1,1545320408,1545320408,0
LTE,313,100,27209,133594073,0,-97.18969,32.838067,1000,3,1,1545320454,1582219335,0
LTE,313,100,27209,134166799,0,-97.185623,32.833454,1000,1,1,1545325810,1545325810,0
LTE,313,100,27209,134166933,0,-97.185623,32.833454,1000,1,1,1545325816,1545325816,0
LTE,313,100,27209,134166794,0,-97.185623,32.833454,1000,1,1,1545325953,1545325953,0
LTE,313,100,27209,134178569,0,-97.185791,32.838566,1000,1,1,1545326943,1545326943,0
LTE,313,100,27209,133605079,0,-97.193031,32.839254,1000,3,1,1545327273,1582219350,0
LTE,313,100,27209,133624791,0,-97.205841,32.820427,1000,1,1,1545327380,1545327380,0
LTE,313,100,27209,133734361,0,-97.255245,32.74884,3358,9,1,1545327659,1571185336,0
LTE,313,100,27209,133913560,0,-97.241821,32.760559,1000,1,1,1545327734,1545327734,0
LTE,313,100,9884,197485327,0,-81.413986,35.077148,1000,1,1,1545422812,1545422812,0
LTE,313,100,27194,133489410,0,-97.315261,32.83869,1000,2,1,1545744990,1564492419,0
LTE,313,100,27211,133128734,0,-97.320122,32.748631,1000,1,1,1545745333,1545745333,0
LTE,313,100,27211,133989526,0,-97.299263,32.748753,1000,1,1,1545745416,1545745416,0
LTE,313,100,27194,133739266,0,-97.31461,32.811693,1000,2,1,1545917973,1569245037,0
LTE,313,100,27194,134153622,0,-97.319321,32.772987,1000,1,1,1545918105,1545918105,0
LTE,313,100,27194,133968789,0,-97.38269,32.793034,1000,1,1,1545958168,1545958168,0
LTE,313,100,27194,133822681,0,-97.36924,32.803841,1000,3,1,1545958340,1570753034,0
LTE,313,100,27194,134153621,0,-97.3404,32.838886,3820,6,1,1546176931,1581532963,0
LTE,313,100,27184,133977608,0,-97.395206,32.696757,1000,2,1,1546217446,1568064479,0
LTE,313,100,27184,133837576,0,-97.398994,32.698425,1000,1,1,1546217451,1546217451,0
LTE,313,100,27184,133977601,0,-97.39775,32.694493,1000,2,1,1546217466,1568064431,0
LTE,313,100,27184,134152341,0,-97.441269,32.684078,1000,1,1,1546218455,1546218455,0
LTE,313,100,27197,133181077,0,-97.480545,32.746387,1000,1,1,1546218782,1546218782,0
LTE,313,100,27194,133470224,0,-97.317085,32.916267,1000,1,1,1546228962,1546228962,0
LTE,313,100,27211,133481757,0,-97.317716,32.81469,3283,2,1,1546259243,1571058685,0
LTE,313,100,27211,134145565,0,-97.314507,32.844093,1000,1,1,1546259246,1546259246,0
LTE,313,100,27211,133985544,0,-97.322083,32.749121,1000,2,1,1546259371,1566912126,0
LTE,313,100,27211,133481731,0,-97.320282,32.753185,1000,1,1,1546259384,1546259384,0
LTE,313,100,27211,133128707,0,-97.320282,32.753185,1000,1,1,1546259429,1546259429,0
LTE,313,100,27211,134409844,0,-97.320282,32.753185,1000,1,1,1546259565,1546259565,0
LTE,313,100,27211,134161437,0,-97.332846,32.742054,1707,3,1,1546259640,1546270262,0
LTE,313,100,27211,133973791,0,-97.339258,32.736485,1000,4,1,1546272273,1546295369,0
LTE,313,100,27211,133973777,0,-97.335205,32.732609,1000,2,1,1546272931,1565981396,0
LTE,313,100,27211,134010639,0,-97.336543,32.733845,1000,3,1,1546315958,1565981390,0
LTE,313,100,27211,133559513,0,-97.326248,32.734297,1249,2,1,1546329787,1572307007,0
LTE,313,100,27211,134183177,0,-97.337395,32.737301,1000,1,1,1546364520,1546364520,0
LTE,313,100,27211,133180375,0,-97.415805,32.733128,1000,5,1,1546466803,1571166624,0
LTE,313,100,27211,133128735,0,-97.337395,32.747646,1000,1,1,1546575122,1546575122,0
LTE,313,100,27211,134145567,0,-97.342809,32.758509,1000,3,1,1546575237,1572310800,0
LTE,313,100,27197,133484063,0,-97.475182,32.743294,1000,1,1,1546825420,1546825420,0
LTE,313,100,27194,133477848,0,-97.321649,32.899138,1000,9,1,1546827933,1584062492,0
LTE,313,100,28961,136979729,0,-95.53582,29.826954,1000,1,1,1547147347,1547147347,0
LTE,313,100,2360,208469258,0,-74.327728,40.548817,1000,1,1,1547726874,1547726874,0
LTE,313,100,2360,208469421,0,-74.327728,40.548817,1000,1,1,1547726918,1547726918,0
LTE,313,100,2369,208481964,0,-74.180054,40.735497,1000,1,1,1547771021,1547771021,0
LTE,313,100,2369,208481801,0,-74.180054,40.735497,1000,1,1,1547771027,1547771027,0
LTE,313,100,2369,207470858,0,-74.19136,40.742523,1000,1,1,1547771251,1547771251,0
LTE,313,100,2398,208155144,0,-74.193726,40.722092,1000,1,1,1547784970,1547784970,0
LTE,313,100,2398,208155307,0,-74.193558,40.722099,1000,1,1,1547785176,1547785176,0
LTE,313,100,2398,208155151,0,-74.193542,40.72208,1000,1,1,1547786937,1547786937,0
LTE,313,100,2363,208645137,0,-74.200172,40.72348,1000,1,1,1547800103,1547800103,0
LTE,313,100,2360,208469265,0,-74.327766,40.548893,1000,1,1,1547949986,1547949986,0
LTE,313,100,27209,134171144,0,-97.259811,32.888134,1000,1,1,1548035482,1548035482,0
LTE,313,100,27194,133480984,0,-97.371365,32.833242,1000,2,1,1548078358,1564492141,0
LTE,313,100,27194,133739265,0,-97.336431,32.839204,2034,3,1,1548078522,1582219852,0
LTE,313,100,27194,133815041,0,-97.316819,32.808525,1519,2,1,1548078637,1565311482,0
LTE,313,100,27211,133234205,0,-97.320292,32.780111,1115,8,1,1548078782,1571752310,0
LTE,313,100,27194,134163722,0,-97.32339,32.844933,1233,3,1,1548251520,1572306325,0
LTE,313,100,27194,134035606,0,-97.319763,32.775948,1000,1,1,1548251820,1548251820,0
LTE,313,100,27211,134159382,0,-97.343798,32.774156,2539,3,1,1548290679,1581461837,0
LTE,313,100,27194,133739295,0,-97.379135,32.783623,1000,1,1,1548291023,1548291023,0
LTE,313,100,27194,133808414,0,-97.379368,32.79065,1000,2,1,1548291050,1581462530,0
LTE,313,100,27194,134035465,0,-97.320351,32.779854,1000,1,1,1548339366,1548339366,0
LTE,313,100,27194,134028439,0,-97.359211,32.870284,1122,2,1,1548379439,1565312119,0
LTE,313,100,2360,208155564,0,-74.27449,40.576157,1000,1,1,1548459342,1548459342,0
LTE,313,100,2360,208155408,0,-74.27449,40.576157,1000,1,1,1548459523,1548459523,0
LTE,313,100,27211,134145566,0,-97.318794,32.758038,1000,1,1,1548685302,1548685302,0
LTE,313,100,27211,134155032,0,-97.3983,32.712173,1000,1,1,1548725507,1548725507,0
LTE,313,100,27184,133991432,0,-97.399086,32.713165,1000,1,1,1548725527,1548725527,0
LTE,313,100,27184,133991441,0,-97.411407,32.707668,1000,1,1,1548725611,1548725611,0
LTE,313,100,27184,133837583,0,-97.411865,32.698566,1000,1,1,1548725695,1548725695,0
LTE,313,100,27184,133837585,0,-97.417397,32.691399,1000,1,1,1548725805,1548725805,0
LTE,313,100,27184,133180419,0,-97.422119,32.694389,1000,1,1,1548725829,1548725829,0
LTE,313,100,27184,133984009,0,-97.423721,32.695992,1000,1,1,1548725839,1548725839,0
LTE,313,100,27184,133984150,0,-97.428467,32.700653,1000,1,1,1548725869,1548725869,0
LTE,313,100,27184,133984017,0,-97.428352,32.700382,1000,1,1,1548726008,1548726008,0
LTE,313,100,27184,133984016,0,-97.427582,32.699619,1000,1,1,1548726012,1548726012,0
LTE,313,100,27184,133837719,0,-97.419739,32.692356,1000,1,1,1548726052,1548726052,0
LTE,313,100,27184,133837718,0,-97.415962,32.690605,1000,1,1,1548726069,1548726069,0
LTE,313,100,27194,133871384,0,-97.318207,32.803932,1000,1,1,1548772632,1548772632,0
